126.0,3.341233333396415,34.0,84.0,88.0,16.0,-54.0,68.0,14.48,0.7022733333341179
129.0,3.1615238095338096,54.0,40.0,90.0,11.0,-36.0,29.0,11.7,0.6697757142944794
131.0,2.118395238147117,95.0,99.0,97.0,32.0,-2.0,67.0,63.01,0.8510769841375111
133.0,2.9405333333607055,59.0,84.0,92.0,49.0,-33.0,35.0,4.479999999999997,0.6934461904733973
134.0,3.3380904761417995,40.0,96.0,79.0,68.0,-39.0,28.0,-15.320000000000007,0.76967797618876
146.0,2.647219047682759,82.0,60.0,31.0,23.0,51.0,37.0,42.06999999999999,0.8745202380776061
148.0,2.4710809523441077,77.0,49.0,75.0,5.0,2.0,44.0,33.98,0.8058166666619199
149.0,2.590733333354816,75.0,11.0,3.0,5.0,72.0,6.0,8.1,0.8167619047658463
150.0,2.5860714285206714,39.0,49.0,4.0,38.0,35.0,11.0,17.59,0.7860142857192688
151.0,2.524566666638656,63.0,81.0,21.0,47.0,42.0,34.0,41.16,0.7824279761878091
154.0,2.9217285714553274,95.0,5.0,31.0,2.0,64.0,3.0,4.13,0.7451476190501934
155.0,2.988333333258384,92.0,62.0,55.0,50.0,37.0,12.0,29.54,0.7014728571462934
157.0,3.2954761904880314,2.0,52.0,1.0,31.0,1.0,21.0,0.73,0.6930842857130847
158.0,2.8788857142821933,88.0,52.0,52.0,39.0,36.0,13.0,25.480000000000004,0.7153414285702275
159.0,2.028561904743115,65.0,53.0,59.0,2.0,6.0,51.0,33.27,0.7051485714284259
160.0,2.5442476190304206,27.0,98.0,22.0,84.0,5.0,14.0,7.98,0.8006161904758019
