group_beta0_mu_mean,group_beta0_mu_sd,group_beta0_mu_hdi_3%,group_beta0_mu_hdi_97%,group_beta0_mu_r_hat,group_beta0_sigma_mean,group_beta0_sigma_sd,group_beta0_sigma_hdi_3%,group_beta0_sigma_hdi_97%,group_beta0_sigma_r_hat,group_beta1_mu_mean,group_beta1_mu_sd,group_beta1_mu_hdi_3%,group_beta1_mu_hdi_97%,group_beta1_mu_r_hat,group_beta1_sigma_mean,group_beta1_sigma_sd,group_beta1_sigma_hdi_3%,group_beta1_sigma_hdi_97%,group_beta1_sigma_r_hat,group_beta2_mu_mean,group_beta2_mu_sd,group_beta2_mu_hdi_3%,group_beta2_mu_hdi_97%,group_beta2_mu_r_hat,group_beta2_sigma_mean,group_beta2_sigma_sd,group_beta2_sigma_hdi_3%,group_beta2_sigma_hdi_97%,group_beta2_sigma_r_hat,group_drift_mu_mean,group_drift_mu_sd,group_drift_mu_hdi_3%,group_drift_mu_hdi_97%,group_drift_mu_r_hat,group_drift_sigma_mean,group_drift_sigma_sd,group_drift_sigma_hdi_3%,group_drift_sigma_hdi_97%,group_drift_sigma_r_hat,group_log_beta0_mu_mean,group_log_beta0_mu_sd,group_log_beta0_mu_hdi_3%,group_log_beta0_mu_hdi_97%,group_log_beta0_mu_r_hat,group_log_beta0_sigma_mean,group_log_beta0_sigma_sd,group_log_beta0_sigma_hdi_3%,group_log_beta0_sigma_hdi_97%,group_log_beta0_sigma_r_hat,group_log_beta1_mu_mean,group_log_beta1_mu_sd,group_log_beta1_mu_hdi_3%,group_log_beta1_mu_hdi_97%,group_log_beta1_mu_r_hat,group_log_beta1_sigma_mean,group_log_beta1_sigma_sd,group_log_beta1_sigma_hdi_3%,group_log_beta1_sigma_hdi_97%,group_log_beta1_sigma_r_hat,group_log_beta2_mu_mean,group_log_beta2_mu_sd,group_log_beta2_mu_hdi_3%,group_log_beta2_mu_hdi_97%,group_log_beta2_mu_r_hat,group_log_beta2_sigma_mean,group_log_beta2_sigma_sd,group_log_beta2_sigma_hdi_3%,group_log_beta2_sigma_hdi_97%,group_log_beta2_sigma_r_hat,group_log_drift_mu_mean,group_log_drift_mu_sd,group_log_drift_mu_hdi_3%,group_log_drift_mu_hdi_97%,group_log_drift_mu_r_hat,group_log_drift_sigma_mean,group_log_drift_sigma_sd,group_log_drift_sigma_hdi_3%,group_log_drift_sigma_hdi_97%,group_log_drift_sigma_r_hat
3.789,0.629,2.597,4.983,1.0,2.078,0.311,1.593,2.646,1.0,3.789,0.629,2.597,4.983,1.0,1.738,0.285,1.274,2.274,1.0,0.511,0.093,0.339,0.681,1.0,2.267,0.344,1.731,2.906,1.0,1.504,0.126,1.277,1.742,1.0,1.477,0.098,1.314,1.657,1.0,1.318,0.17,0.995,1.638,1.0,0.721,0.14,0.49,0.993,1.0,1.318,0.17,0.995,1.638,1.0,0.541,0.156,0.253,0.829,1.0,-0.687,0.181,-1.028,-0.349,1.0,0.808,0.144,0.549,1.067,1.0,0.405,0.083,0.247,0.557,1.0,0.388,0.065,0.273,0.505,1.0
