beta0_mu_mean,beta0_mu_sd,beta0_mu_hdi_3%,beta0_mu_hdi_97%,beta0_mu_r_hat,beta0_sigma_mean,beta0_sigma_sd,beta0_sigma_hdi_3%,beta0_sigma_hdi_97%,beta0_sigma_r_hat,beta1_mu_mean,beta1_mu_sd,beta1_mu_hdi_3%,beta1_mu_hdi_97%,beta1_mu_r_hat,beta1_sigma_mean,beta1_sigma_sd,beta1_sigma_hdi_3%,beta1_sigma_hdi_97%,beta1_sigma_r_hat,beta2_mu_mean,beta2_mu_sd,beta2_mu_hdi_3%,beta2_mu_hdi_97%,beta2_mu_r_hat,beta2_sigma_mean,beta2_sigma_sd,beta2_sigma_hdi_3%,beta2_sigma_hdi_97%,beta2_sigma_r_hat,sigma_mu_mean,sigma_mu_sd,sigma_mu_hdi_3%,sigma_mu_hdi_97%,sigma_mu_r_hat,sigma_sigma_mean,sigma_sigma_sd,sigma_sigma_hdi_3%,sigma_sigma_hdi_97%,sigma_sigma_r_hat
2.873,0.514,1.899,3.817,1.0,2.143,0.367,1.592,2.801,1.0,2.873,0.514,1.899,3.817,1.0,1.948,0.414,1.37,2.699,1.0,0.331,0.071,0.206,0.467,1.0,2.519,0.501,1.778,3.424,1.0,1.586,0.186,1.234,1.931,1.0,1.706,0.161,1.443,1.999,1.0
