beta0_mu_mean,beta0_mu_sd,beta0_mu_hdi_3%,beta0_mu_hdi_97%,beta0_mu_r_hat,beta0_sigma_mean,beta0_sigma_sd,beta0_sigma_hdi_3%,beta0_sigma_hdi_97%,beta0_sigma_r_hat,beta1_mu_mean,beta1_mu_sd,beta1_mu_hdi_3%,beta1_mu_hdi_97%,beta1_mu_r_hat,beta1_sigma_mean,beta1_sigma_sd,beta1_sigma_hdi_3%,beta1_sigma_hdi_97%,beta1_sigma_r_hat,beta2_mu_mean,beta2_mu_sd,beta2_mu_hdi_3%,beta2_mu_hdi_97%,beta2_mu_r_hat,beta2_sigma_mean,beta2_sigma_sd,beta2_sigma_hdi_3%,beta2_sigma_hdi_97%,beta2_sigma_r_hat,sigma_mu_mean,sigma_mu_sd,sigma_mu_hdi_3%,sigma_mu_hdi_97%,sigma_mu_r_hat,sigma_sigma_mean,sigma_sigma_sd,sigma_sigma_hdi_3%,sigma_sigma_hdi_97%,sigma_sigma_r_hat
2.276,0.437,1.441,3.071,1.0,2.183,0.363,1.625,2.866,1.0,2.276,0.437,1.441,3.071,1.0,1.791,0.282,1.335,2.314,1.0,0.341,0.062,0.232,0.46,1.0,2.297,0.347,1.741,2.951,1.0,1.486,0.172,1.165,1.806,1.0,1.692,0.151,1.445,1.976,1.0
